Iteration,rel. Discrepancy,rel. Norm,rel. Error
0,0.571805,0,1
1,0.431012,0.0729549,0.977781
2,0.336288,0.183578,0.929277
3,0.286133,0.231359,0.906079
4,0.234376,0.284546,0.882483
5,0.17876,0.372202,0.848625
6,0.136586,0.451659,0.814759
7,0.110206,0.500587,0.789835
8,0.0888214,0.546917,0.76375
9,0.0688813,0.58432,0.741343
10,0.060985,0.600802,0.732136
11,0.0519963,0.621423,0.721771
12,0.0491414,0.627993,0.718568
13,0.0442803,0.641014,0.712878
14,0.0418806,0.647602,0.710065
15,0.0378165,0.659898,0.705135
16,0.0359961,0.665629,0.702824
17,0.032634,0.677409,0.698244
18,0.0311753,0.682268,0.696232
19,0.0284922,0.693486,0.691725
20,0.0270505,0.699542,0.688953
21,0.0259994,0.704178,0.686704
22,0.024317,0.712139,0.682554
23,0.0233625,0.716515,0.679878
24,0.0214413,0.726242,0.673288
25,0.0206629,0.729769,0.670231
26,0.0200553,0.732687,0.667622
27,0.0199917,0.732943,0.667341
