Iteration,rel. Discrepancy,rel. Norm,rel. Error
0,1.6283,0,1
1,1.15859,0.00493017,0.999587
2,0.875388,0.019973,1.00535
3,0.437496,0.0343214,1.01431
4,0.297709,0.0383978,1.01683
5,0.246197,0.0424884,1.01901
6,0.21912,0.0453665,1.01923
7,0.202807,0.0452949,1.0193
8,0.183861,0.0482809,1.02135
9,0.166508,0.0537433,1.02457
10,0.144303,0.0638789,1.03033
11,0.128957,0.0721028,1.03517
12,0.117724,0.0797341,1.04038
13,0.102382,0.0927124,1.04962
14,0.0952632,0.0995089,1.05453
15,0.0860455,0.110137,1.06188
16,0.0825201,0.115059,1.06541
17,0.0753455,0.124521,1.07187
18,0.072822,0.12829,1.07447
19,0.0669787,0.138146,1.0813
20,0.0650205,0.141706,1.08371
21,0.0600788,0.151245,1.0901
22,0.0583787,0.154577,1.09216
23,0.0539826,0.16296,1.09737
24,0.0521837,0.166779,1.09965
25,0.0480316,0.176052,1.10527
26,0.0465061,0.179686,1.10735
27,0.0429174,0.189318,1.11288
28,0.0415282,0.192101,1.11432
29,0.0382795,0.201079,1.11892
30,0.0371567,0.204305,1.12042
31,0.0343409,0.212733,1.12477
32,0.0332774,0.216067,1.12645
33,0.0308641,0.223707,1.13054
34,0.0299929,0.226567,1.13213
35,0.0277466,0.234446,1.13657
36,0.0270808,0.236947,1.13794
37,0.0251645,0.244839,1.14217
38,0.0247141,0.246796,1.14313
