Iteration,rel. Discrepancy,Norm
0,1,0
1,0.974961,14.1625
2,0.953837,16.7656
3,0.935481,25.8598
4,0.916097,33.2024
5,0.901017,39.0572
6,0.884486,46.931
7,0.868937,52.6867
8,0.854201,60.2278
9,0.840184,65.7198
10,0.825915,73.2799
11,0.812969,78.112
12,0.798537,86.2154
13,0.786005,90.2704
14,0.772378,98.6784
15,0.760249,102.081
16,0.747547,110.571
17,0.735993,113.552
18,0.723468,122.429
