Iteration,rel. Discrepancy,rel. Norm,rel. Error
0,1.62832,0,1
1,1.21952,0.0285638,0.996379
2,0.951175,0.0811642,1.00515
3,0.661907,0.173025,1.05614
4,0.522464,0.219681,1.06355
5,0.370855,0.311169,1.07842
6,0.265198,0.357456,1.06246
7,0.211583,0.400484,1.0548
8,0.162084,0.435701,1.03453
9,0.127038,0.469677,1.0343
10,0.104736,0.505908,1.04186
11,0.0839171,0.51999,1.0407
12,0.0719651,0.517553,1.03392
13,0.0604918,0.537587,1.03468
14,0.053632,0.534686,1.02942
15,0.0499918,0.537297,1.02561
16,0.0450689,0.539929,1.02041
17,0.043308,0.542043,1.0193
18,0.0396788,0.544855,1.01503
19,0.0381123,0.551123,1.0156
20,0.0348506,0.554826,1.01407
21,0.0335919,0.553246,1.01136
22,0.0298029,0.56638,1.01076
23,0.0279756,0.56411,1.00638
24,0.0268271,0.563963,1.00353
25,0.0244698,0.569867,0.999941
26,0.0230481,0.574064,0.997204
27,0.020668,0.579079,0.99087
28,0.0197614,0.580203,0.987319
29,0.018044,0.58713,0.983595
30,0.0168936,0.590813,0.981886
31,0.0161159,0.595067,0.980667
32,0.0148302,0.602432,0.978763
33,0.0142957,0.606219,0.978017
34,0.0131255,0.614359,0.975287
35,0.0128071,0.616802,0.974198
36,0.0119102,0.623519,0.970164
37,0.0116438,0.627773,0.968663
38,0.0108729,0.633112,0.965092
39,0.0107094,0.634503,0.964052
40,0.010054,0.641177,0.960141
41,0.0100021,0.641603,0.959731
42,0.00999151,0.641703,0.959656
