Tolerance,Required Steps
0.9,1
0.9,1
0.855,2
0.81225,3
0.771637,2
0.733056,5
0.696403,7
0.661583,5
0.628504,12
0.597078,17
0.715585,11
0.679806,28
0.874209,34
0.896408,10
0.851587,41
0.963802,1
0.915612,42
0.869831,43
0.872858,85
0.935681,25
0.888897,92
0.969809,7
0.921319,99
0.994437,8
0.944715,26
0.982989,23
0.93384,49
0.968945,50
0.969566,52
0.970737,83
0.981666,11
0.990671,2
0.999,1
