Iteration,rel. Discrepancy,rel. Norm,rel. Error
0,0.434138,0.956757,0.136549
1,0.391155,0.958435,0.133674
2,0.352435,0.960069,0.131055
3,0.301758,0.96242,0.12759
4,0.245592,0.965406,0.123653
5,0.18998,0.968992,0.119498
6,0.13955,0.973335,0.115024
7,0.0970159,0.978647,0.109503
8,0.0636782,0.980815,0.10426
9,0.0399308,0.983597,0.101209
10,0.0238056,0.98448,0.0990015
11,0.0135403,0.984795,0.0974646
12,0.00723647,0.985406,0.0966929
13,0.00366229,0.985744,0.0963009
14,0.00199603,0.985887,0.0960529
