Iteration,rel. Discrepancy,rel. Norm,rel. Error
0,0.142813,0.666667,0.333333
1,0.140543,0.666968,0.333227
2,0.14051,0.667283,0.33347
3,0.1435,0.668208,0.334137
4,0.15052,0.669226,0.335672
5,0.16308,0.671094,0.33828
6,0.17997,0.673516,0.342343
7,0.202308,0.677197,0.348254
8,0.228719,0.682108,0.356461
9,0.259507,0.689574,0.370441
10,0.310456,0.699158,0.390502
11,0.46443,0.733343,0.453234
12,20.6366,3.25497,3.21316
