Iteration,rel. Discrepancy,rel. Norm,rel. Error
0,1.62832,0,1
1,1.11639,0.0188949,0.997986
2,0.953371,0.0375269,0.99644
3,0.705987,0.0729625,0.994817
4,0.37349,0.102483,0.993291
5,0.204732,0.127404,0.992633
6,0.17756,0.128462,0.990396
7,0.146246,0.138323,0.987378
8,0.115865,0.142622,0.985205
9,0.0951,0.15271,0.983096
10,0.0774933,0.165195,0.980859
11,0.0637901,0.175342,0.978644
12,0.0543963,0.185314,0.976128
13,0.0473928,0.193948,0.97335
14,0.0440148,0.197903,0.971849
15,0.0389315,0.204997,0.969374
16,0.0358114,0.209594,0.967815
17,0.0314489,0.217455,0.965398
18,0.0288846,0.223012,0.963803
19,0.0265587,0.228445,0.962233
20,0.0248634,0.232919,0.960956
21,0.0222079,0.240775,0.958667
22,0.0212235,0.243907,0.957725
23,0.0193276,0.250281,0.955724
24,0.0186191,0.25285,0.9549
25,0.0170837,0.258742,0.952944
26,0.0165831,0.260824,0.952246
27,0.0153337,0.266219,0.95037
28,0.0149685,0.267896,0.949778
29,0.0139179,0.273016,0.947926
30,0.013648,0.274423,0.947411
31,0.0129182,0.278466,0.945908
32,0.0126823,0.279837,0.94539
33,0.0120237,0.283877,0.943826
