Iteration,rel. Discrepancy,Norm
0,1,0
1,0.991174,0.00042643
2,0.988713,0.000652591
3,0.983026,0.0015861
4,0.975019,0.0031904
5,0.963796,0.00563826
6,0.961187,0.00623368
7,0.958198,0.00696158
8,0.954218,0.00802203
9,0.952345,0.00856033
10,0.950178,0.00923159
11,0.946159,0.0106099
12,0.942833,0.0118769
13,0.941722,0.0123208
14,0.93566,0.0149895
15,0.932749,0.0163786
16,0.932063,0.0167139
17,0.930221,0.0176413
18,0.928789,0.0183916
19,0.928091,0.0187689
20,0.926903,0.0194347
21,0.924806,0.0206763
22,0.923856,0.0212673
23,0.92366,0.0213918
24,0.923054,0.0217877
25,0.921674,0.0227402
26,0.920771,0.0234019
27,0.919387,0.0244788
28,0.919165,0.0246581
29,0.918461,0.025244
30,0.917864,0.0257599
31,0.916769,0.026756
32,0.916219,0.0272798
33,0.915325,0.0281641
34,0.914693,0.028812
35,0.913798,0.0297609
36,0.913424,0.0301701
37,0.913002,0.0306419
38,0.912727,0.0309535
39,0.912495,0.0312213
40,0.912355,0.0313853
41,0.912063,0.0317319
42,0.911601,0.0322972
43,0.911462,0.0324709
44,0.911225,0.0327722
45,0.910624,0.0335619
46,0.910548,0.0336648
47,0.910394,0.0338765
48,0.910073,0.0343246
49,0.909864,0.034624
50,0.909189,0.0356349
51,0.908848,0.0361714
52,0.908722,0.0363735
53,0.908498,0.0367368
54,0.90787,0.0378005
55,0.907697,0.0381024
56,0.907216,0.038969
57,0.90708,0.0392205
58,0.907008,0.0393555
59,0.906911,0.0395375
60,0.906713,0.0399158
61,0.906416,0.0404971
62,0.906351,0.0406265
63,0.906231,0.0408685
64,0.906152,0.0410317
65,0.905941,0.0414702
66,0.905782,0.0418066
67,0.905706,0.0419695
68,0.905507,0.0424041
69,0.905472,0.0424822
70,0.905383,0.0426838
71,0.904966,0.0436509
72,0.904891,0.0438272
73,0.904857,0.0439116
74,0.904788,0.0440777
75,0.904635,0.0444579
76,0.904469,0.0448783
77,0.904153,0.0457042
78,0.90407,0.0459261
79,0.903812,0.0466347
80,0.903718,0.0468998
81,0.903679,0.04701
82,0.9034,0.047815
83,0.90329,0.0481383
84,0.903207,0.048387
85,0.90312,0.0486511
86,0.902946,0.0491858
87,0.902908,0.0493028
88,0.902788,0.0496784
89,0.902648,0.050127
90,0.902608,0.0502556
91,0.902556,0.0504245
92,0.902307,0.0512568
93,0.902217,0.051562
94,0.902116,0.0519096
95,0.902066,0.0520868
96,0.902028,0.0522176
97,0.901919,0.0526026
98,0.901826,0.0529384
99,0.901758,0.053185
100,0.901711,0.0533584
101,0.901616,0.0537089
102,0.901568,0.0538873
103,0.90122,0.0552306
104,0.900902,0.0565129
105,0.900842,0.0567616
106,0.900676,0.0574577
107,0.900645,0.057589
108,0.900589,0.0578294
109,0.900502,0.0582015
110,0.900429,0.0585194
111,0.900372,0.0587734
112,0.900334,0.058939
113,0.900149,0.0597695
114,0.900073,0.060115
115,0.900017,0.0603726
116,0.899906,0.0608877
117,0.899802,0.0613817
118,0.899756,0.0615965
119,0.899671,0.0620085
120,0.899613,0.0622848
121,0.899522,0.0627273
122,0.899358,0.0635394
123,0.89917,0.06449
124,0.899066,0.0650243
125,0.898991,0.0654142
126,0.898687,0.0670184
127,0.898449,0.0683099
128,0.898325,0.0689931
129,0.898255,0.0693862
130,0.898178,0.069818
131,0.898018,0.0707198
132,0.897908,0.0713523
133,0.89781,0.0719193
134,0.897653,0.0728305
135,0.897511,0.07367
136,0.897458,0.0739797
137,0.897275,0.0750725
138,0.897049,0.0764417
139,0.896953,0.0770328
140,0.896781,0.0781018
141,0.896475,0.0800263
142,0.896365,0.0807303
143,0.896241,0.081526
144,0.896145,0.0821503
145,0.896057,0.0827187
146,0.895898,0.0837584
147,0.895666,0.0852935
148,0.895165,0.088663
149,0.895109,0.0890465
150,0.894995,0.0898283
151,0.894811,0.0910999
152,0.894675,0.0920394
153,0.894468,0.0934884
154,0.894373,0.0941583
155,0.894226,0.0951978
156,0.894097,0.0961141
157,0.893996,0.0968306
158,0.893614,0.0995765
159,0.893526,0.100209
160,0.89348,0.100543
161,0.893377,0.101295
162,0.893149,0.102964
163,0.893046,0.103718
164,0.892939,0.104512
165,0.892697,0.106307
166,0.892633,0.106787
167,0.892529,0.107566
168,0.892392,0.108597
169,0.89208,0.110948
170,0.891728,0.113639
171,0.891634,0.114352
172,0.891436,0.115881
173,0.891305,0.116891
174,0.891193,0.117762
175,0.890525,0.122988
176,0.890468,0.123432
177,0.89041,0.123895
178,0.890338,0.124459
179,0.890208,0.125484
180,0.890078,0.126522
181,0.889926,0.127724
182,0.889534,0.13086
183,0.889439,0.131619
184,0.889349,0.132347
185,0.889234,0.133275
186,0.889074,0.134564
187,0.888944,0.135615
188,0.88883,0.136547
189,0.888732,0.137337
190,0.888403,0.140025
191,0.888238,0.141374
192,0.888067,0.142782
193,0.887904,0.144121
194,0.887688,0.145907
195,0.887584,0.146769
196,0.887518,0.147311
197,0.88729,0.149207
198,0.887192,0.150021
199,0.88675,0.153721
200,0.886545,0.155443
201,0.886182,0.158517
202,0.886105,0.159169
