Iteration,rel. Discrepancy,rel. Norm,rel. Error
0,1.45549,0.666667,0.333333
1,1.30659,0.669976,0.330322
2,1.17411,0.673616,0.327508
3,0.998752,0.6797,0.323566
4,0.80152,0.689177,0.31852
5,0.592109,0.705285,0.311482
6,0.416399,0.733884,0.296908
7,0.282078,0.762444,0.280051
8,0.174267,0.787349,0.265283
9,0.114211,0.810966,0.257733
10,0.0692049,0.826404,0.252433
11,0.0484945,0.837297,0.247534
12,0.0368582,0.841125,0.244695
13,0.0285024,0.851463,0.23928
14,0.0253447,0.850963,0.237636
15,0.0247463,0.856212,0.233405
16,0.021985,0.856243,0.233359
17,0.0203517,0.856178,0.233302
18,0.0200891,0.856144,0.233284
19,0.0199931,0.856159,0.233281
