Tolerance,Required Steps
0.9,1
0.9,1
0.855,2
0.81225,2
0.771637,2
0.733056,2
0.696403,3
0.661583,4
0.628504,6
0.597078,10
0.758247,12
0.798539,14
0.827319,17
0.857792,19
0.872762,21
0.952952,10
0.999,2
