Iteration,rel. Discrepancy,Norm
0,1,0
1,0.997418,0.000553002
2,0.996233,0.000828136
3,0.994335,0.00136362
4,0.993249,0.00171738
5,0.992602,0.0019503
6,0.99182,0.00226924
7,0.991191,0.002564
8,0.990829,0.00275141
9,0.990265,0.00307658
10,0.989764,0.00340286
11,0.989315,0.00372912
12,0.988998,0.00398231
13,0.988723,0.00421701
14,0.988248,0.00465899
15,0.98773,0.00519505
16,0.9875,0.00544815
17,0.987174,0.00582658
18,0.986902,0.00615743
19,0.986676,0.0064437
20,0.986397,0.00681425
21,0.986043,0.0073077
22,0.985895,0.00752224
23,0.98565,0.00788987
24,0.985334,0.00838471
25,0.984867,0.00915889
26,0.984497,0.00980852
27,0.984296,0.0101735
28,0.983952,0.0108168
29,0.983598,0.0115016
30,0.983367,0.0119618
31,0.982877,0.0129663
32,0.982531,0.0136972
33,0.982103,0.0146212
34,0.981637,0.015652
35,0.981111,0.0168432
36,0.980597,0.0180342
37,0.980034,0.0193657
38,0.979741,0.0200682
39,0.979363,0.0209849
40,0.979026,0.0218126
41,0.978716,0.0225803
42,0.978316,0.0235836
43,0.977987,0.0244172
44,0.977761,0.0249964
45,0.977375,0.0259943
46,0.976922,0.0271777
47,0.976352,0.0286934
48,0.976162,0.0292045
49,0.97566,0.0305653
