Iteration,rel. Discrepancy,rel. Norm,rel. Error
0,1.62833,0,1
1,1.10991,0.108078,0.933532
2,0.892379,0.240547,0.885826
3,0.734933,0.263032,0.883388
4,0.565259,0.378232,0.854535
5,0.39452,0.466681,0.832082
6,0.276281,0.53876,0.789648
7,0.199648,0.577121,0.743018
8,0.136931,0.62752,0.706762
9,0.0892509,0.675195,0.679324
10,0.0698567,0.698738,0.663029
11,0.0574972,0.715414,0.649994
12,0.0514364,0.723678,0.642553
13,0.0439194,0.734491,0.632232
14,0.0403646,0.740069,0.62688
15,0.0354876,0.747701,0.618851
16,0.033199,0.751941,0.614738
17,0.0296913,0.758898,0.607857
18,0.028172,0.762025,0.604642
19,0.0255556,0.768339,0.598556
20,0.0244653,0.770834,0.595875
21,0.0224073,0.776742,0.590291
22,0.0215067,0.779492,0.58766
23,0.0197635,0.785123,0.582256
24,0.0191313,0.787263,0.580182
25,0.0177171,0.792419,0.575283
26,0.0172559,0.794148,0.573626
27,0.0160795,0.798836,0.569226
28,0.0157361,0.80015,0.567925
29,0.0147291,0.804617,0.563927
30,0.0144566,0.805721,0.562858
31,0.0135679,0.809794,0.559223
32,0.0133459,0.81082,0.558315
33,0.012557,0.814668,0.555013
34,0.0123826,0.815525,0.554285
35,0.0116806,0.819224,0.551286
36,0.0115425,0.819858,0.550714
37,0.0109115,0.823458,0.547967
38,0.010794,0.824042,0.547471
39,0.0102134,0.827605,0.544891
40,0.0101133,0.828142,0.544459
41,0.0100126,0.828795,0.544007
42,0.0100006,0.828839,0.543955
43,0.0099909,0.828899,0.543911
