Iteration,rel. Discrepancy,rel. Norm,rel. Error
0,1.45549,0.666667,0.333333
1,0.9607,0.681191,0.323709
2,0.616428,0.705965,0.313628
3,0.475299,0.727916,0.304121
4,0.288452,0.766389,0.280624
5,0.193873,0.783044,0.26726
6,0.109547,0.814869,0.256354
7,0.0711457,0.824455,0.251428
8,0.0519799,0.836896,0.246808
9,0.0429018,0.836715,0.245756
10,0.0348022,0.846312,0.241612
11,0.0300202,0.845906,0.241252
12,0.025184,0.851364,0.236692
13,0.0218645,0.856571,0.232836
14,0.0200402,0.856513,0.232774
15,0.0199513,0.85648,0.232768
