Iteration,rel. Discrepancy,Norm
0,1,0
1,0.999478,6.56623e-05
2,0.999136,0.000132869
3,0.998993,0.000169312
4,0.998778,0.000239751
5,0.998581,0.000320259
6,0.998478,0.000368474
7,0.998345,0.000437138
8,0.998271,0.000479184
9,0.998145,0.000557661
10,0.997983,0.000671912
11,0.99788,0.000753508
12,0.997796,0.000825676
13,0.997751,0.000866329
14,0.997701,0.00091389
15,0.997641,0.000975025
16,0.997604,0.00101451
17,0.997529,0.00109947
18,0.99744,0.00120783
19,0.997385,0.00127925
20,0.997292,0.0014054
21,0.997161,0.00159556
22,0.997057,0.00175367
23,0.996964,0.00190161
24,0.996905,0.0019978
25,0.996863,0.00206813
26,0.996784,0.00220277
27,0.99674,0.00227762
28,0.996664,0.0024138
29,0.996565,0.00259518
30,0.996499,0.00271754
31,0.996445,0.00282106
32,0.996358,0.00299104
33,0.99626,0.00318613
34,0.996173,0.00336476
35,0.996075,0.00356972
36,0.995912,0.00392012
37,0.995817,0.00412867
38,0.995722,0.00433937
39,0.995491,0.00486497
40,0.995307,0.00529505
41,0.995196,0.00555752
42,0.994963,0.00611278
43,0.994794,0.00652236
44,0.99466,0.00685063
45,0.994532,0.00716392
46,0.994239,0.00789293
47,0.994064,0.00833243
48,0.993987,0.00852693
49,0.993836,0.0089077
50,0.993716,0.00921185
51,0.99353,0.00968932
52,0.993462,0.00986389
53,0.993336,0.0101906
