Iteration,rel. Discrepancy,Norm
0,1,0
1,0.99853,0.000128146
2,0.996161,0.000393421
3,0.993719,0.000734698
4,0.990739,0.00120866
5,0.987197,0.00182117
6,0.984012,0.00240769
7,0.980624,0.00306117
8,0.976516,0.00389346
9,0.973672,0.00449785
10,0.972108,0.00484531
11,0.970766,0.00515785
12,0.969502,0.00546859
13,0.968339,0.00576903
14,0.966746,0.00620556
15,0.965764,0.00648938
16,0.964603,0.00683964
17,0.963023,0.00734267
18,0.962073,0.00766058
19,0.961483,0.00786482
20,0.960854,0.00808829
21,0.959803,0.00847874
22,0.959383,0.00864046
23,0.958544,0.00897499
24,0.957363,0.00947233
25,0.956632,0.00979536
26,0.956053,0.01006
27,0.955491,0.0103246
28,0.954839,0.0106421
29,0.954088,0.0110231
30,0.953801,0.0111735
31,0.953367,0.0114057
32,0.952793,0.0117232
33,0.952392,0.0119517
34,0.951987,0.012189
35,0.951549,0.0124523
36,0.950986,0.0128024
37,0.950677,0.0130002
38,0.950371,0.0131999
39,0.949863,0.0135409
40,0.949447,0.0138307
41,0.949182,0.0140193
42,0.948964,0.0141781
43,0.948576,0.0144663
44,0.94818,0.0147694
45,0.948023,0.0148923
46,0.947801,0.0150688
47,0.947538,0.0152816
48,0.947132,0.0156209
49,0.946895,0.0158238
50,0.946584,0.0160959
51,0.946204,0.0164383
52,0.94599,0.0166361
53,0.945771,0.0168408
54,0.945443,0.0171554
55,0.945121,0.017472
56,0.944856,0.0177387
57,0.944665,0.0179344
58,0.944394,0.0182178
59,0.94419,0.0184345
60,0.944027,0.0186092
61,0.943651,0.0190232
62,0.943426,0.0192764
63,0.943309,0.0194095
64,0.943077,0.0196768
65,0.94285,0.0199439
66,0.942516,0.0203456
67,0.942247,0.0206769
68,0.94212,0.0208356
69,0.941845,0.0211844
70,0.941689,0.0213858
71,0.941567,0.0215459
72,0.941243,0.0219752
73,0.941134,0.0221229
74,0.940908,0.0224303
75,0.940669,0.0227621
76,0.940341,0.0232261
77,0.940118,0.0235484
78,0.939901,0.0238657
79,0.939785,0.0240384
80,0.939539,0.0244079
81,0.939342,0.0247058
82,0.939195,0.0249322
83,0.938973,0.0252779
84,0.938827,0.0255068
85,0.938698,0.0257123
86,0.938561,0.0259319
87,0.938372,0.026239
88,0.938247,0.026443
89,0.938031,0.0268012
90,0.937812,0.027171
91,0.937571,0.0275835
92,0.937407,0.0278672
93,0.937307,0.0280422
94,0.937109,0.0283929
95,0.937005,0.0285782
96,0.936886,0.0287924
97,0.936754,0.0290306
98,0.936565,0.0293776
99,0.936487,0.0295209
100,0.936366,0.0297461
101,0.936181,0.030095
102,0.936054,0.0303355
103,0.935981,0.0304761
104,0.935839,0.0307486
105,0.935658,0.0311018
106,0.935557,0.0313011
107,0.935424,0.0315666
108,0.935275,0.0318657
109,0.935122,0.0321771
110,0.93502,0.0323849
111,0.934936,0.0325584
112,0.934795,0.0328528
113,0.934706,0.0330379
114,0.934601,0.033261
115,0.934433,0.0336183
116,0.934266,0.0339789
117,0.934185,0.0341542
118,0.934119,0.0342989
119,0.933989,0.0345864
120,0.933917,0.0347468
121,0.933745,0.035132
122,0.933604,0.0354502
123,0.933506,0.0356761
124,0.933432,0.0358449
125,0.933327,0.0360893
126,0.933238,0.0362968
127,0.933189,0.0364132
128,0.93311,0.0365983
129,0.932981,0.0369069
130,0.93289,0.0371237
131,0.932818,0.0372988
132,0.932723,0.0375306
133,0.932623,0.0377755
134,0.932552,0.0379486
135,0.932487,0.0381117
136,0.932376,0.0383875
137,0.932295,0.0385932
138,0.932244,0.0387202
139,0.932156,0.0389463
140,0.932064,0.039181
141,0.931961,0.0394495
142,0.93192,0.0395546
143,0.931828,0.0397951
144,0.931786,0.0399065
145,0.931696,0.0401453
146,0.931572,0.0404756
147,0.931483,0.040717
148,0.931406,0.040927
149,0.931364,0.0410401
150,0.931306,0.0411991
151,0.931255,0.0413401
152,0.931192,0.0415148
153,0.931099,0.041776
154,0.931032,0.0419665
155,0.930998,0.042061
156,0.930958,0.0421773
157,0.930872,0.0424218
158,0.930819,0.0425766
159,0.93077,0.0427168
160,0.930718,0.0428682
161,0.930629,0.0431326
