Tolerance,Required Steps
0.9,1
0.9,1
0.855,1
0.81225,2
0.771637,2
0.733056,2
0.696403,2
0.661583,3
0.628504,3
0.597078,4
0.567224,6
0.538863,10
0.723318,11
0.748471,12
0.769432,14
0.80237,15
0.901828,13
0.995992,2
0.999,1
