Iteration,rel. Discrepancy,rel. Norm,rel. Error
0,1.24248,0.666667,0.333333
1,0.40604,0.991777,0.594481
0,1.24248,0.666667,0.333333
1,0.40604,0.991777,0.594481
0,1.24251,0.666667,0.333333
1,1.11354,0.678848,0.321934
2,0.99826,0.690785,0.312007
3,0.843423,0.708374,0.299159
4,0.672434,0.730365,0.285377
5,0.507905,0.755252,0.272053
6,0.363947,0.783333,0.259069
7,0.244778,0.824476,0.2392
8,0.160817,0.848937,0.215619
9,0.101229,0.869291,0.204474
10,0.0589419,0.891148,0.196327
11,0.0369443,0.907314,0.189638
12,0.0251297,0.913972,0.181176
13,0.0200166,0.916276,0.17908
14,0.0199832,0.916255,0.179074
