Iteration,rel. Discrepancy,Norm
0,1,0
1,0.944053,0.164192
2,0.892092,0.346817
3,0.841229,0.597176
4,0.769499,0.941036
5,0.718297,1.25705
6,0.65561,1.69299
7,0.649992,1.89121
