Iteration,rel. Discrepancy,Norm
0,1,0
1,0.998755,0.000165937
2,0.997929,0.000295652
3,0.997076,0.00045802
4,0.99668,0.000548343
5,0.996289,0.000659551
6,0.996056,0.000736793
7,0.995747,0.000858095
8,0.995609,0.000921136
9,0.995439,0.0010072
10,0.995219,0.00113615
11,0.995024,0.0012694
12,0.994955,0.0013201
13,0.994838,0.00141274
14,0.994715,0.00151824
15,0.994615,0.00161136
16,0.994575,0.00165013
17,0.994483,0.00174593
18,0.994359,0.00188663
19,0.994273,0.00199278
20,0.994227,0.00205096
21,0.994138,0.00217246
22,0.994075,0.00226121
23,0.994024,0.00233663
24,0.993922,0.00249552
25,0.993828,0.00265047
26,0.99375,0.00278426
27,0.993683,0.00290637
28,0.993623,0.00301847
29,0.99356,0.00313796
30,0.993512,0.00323288
31,0.993461,0.00333672
32,0.993349,0.0035702
33,0.993273,0.00373717
34,0.993218,0.00385879
35,0.993139,0.00404203
36,0.993073,0.00419809
37,0.993026,0.00431078
38,0.992953,0.00449138
39,0.992855,0.0047404
40,0.992777,0.00494259
41,0.992737,0.0050514
42,0.99267,0.00523264
43,0.992566,0.00552131
44,0.99251,0.00567821
45,0.992462,0.00581704
46,0.992399,0.00600056
47,0.992337,0.00618265
48,0.992294,0.00631368
49,0.992182,0.00665493
50,0.992104,0.00690071
51,0.992037,0.00711518
52,0.991993,0.00725763
53,0.991903,0.00755304
54,0.991797,0.00790722
55,0.991761,0.00802651
56,0.991682,0.00829709
57,0.991623,0.00850318
58,0.99154,0.00879326
59,0.991413,0.00924497
60,0.991263,0.00978816
61,0.991168,0.0101409
62,0.991093,0.0104214
63,0.991003,0.0107575
64,0.990893,0.0111777
65,0.990781,0.0116073
66,0.990696,0.0119356
67,0.990561,0.0124617
68,0.990463,0.0128483
69,0.990387,0.0131512
70,0.9902,0.0139001
71,0.990022,0.0146212
72,0.989888,0.0151673
73,0.989804,0.0155137
74,0.989688,0.0159943
75,0.989549,0.0165706
76,0.989477,0.0168716
77,0.989338,0.0174547
78,0.989188,0.0180883
79,0.989034,0.0187454
80,0.988954,0.0190878
81,0.988778,0.019844
82,0.988655,0.0203787
83,0.988562,0.0207814
84,0.988438,0.0213258
85,0.988302,0.021922
86,0.988202,0.0223624
87,0.988052,0.0230214
88,0.987904,0.0236821
89,0.987706,0.0245624
90,0.987528,0.0253588
91,0.987368,0.0260826
92,0.987273,0.0265105
93,0.98702,0.0276517
94,0.986951,0.0279673
95,0.986763,0.0288231
96,0.986566,0.0297214
97,0.986367,0.030637
98,0.986259,0.0311335
99,0.986096,0.0318872
100,0.985935,0.0326337
101,0.985774,0.033378
102,0.985576,0.0343017
103,0.98542,0.0350347
104,0.985253,0.0358178
105,0.985072,0.0366716
106,0.984818,0.0378722
107,0.984558,0.0391047
108,0.984412,0.0397991
109,0.984266,0.0404964
110,0.983982,0.0418516
111,0.983722,0.043099
112,0.983443,0.0444417
113,0.983087,0.0461622
114,0.982717,0.0479586
115,0.982423,0.0493842
116,0.982024,0.0513283
117,0.981414,0.054311
118,0.981049,0.0561021
119,0.980687,0.0578802
120,0.98013,0.0606252
121,0.979447,0.0640003
122,0.979128,0.0655779
123,0.978696,0.0677199
124,0.977895,0.0716965
125,0.97758,0.0732631
126,0.976732,0.0774816
127,0.976205,0.0801053
128,0.975623,0.0830037
129,0.97496,0.0863104
130,0.974292,0.0896467
131,0.973296,0.0946186
132,0.972474,0.0987276
133,0.972028,0.100958
134,0.971193,0.105135
135,0.9705,0.108599
136,0.969838,0.111911
137,0.969157,0.115317
138,0.968361,0.119298
139,0.967345,0.124374
140,0.966389,0.12915
141,0.965459,0.133794
142,0.964683,0.137664
143,0.96384,0.141869
144,0.96326,0.144763
145,0.962469,0.148703
146,0.961874,0.151671
147,0.960828,0.156876
148,0.960002,0.160986
149,0.959304,0.16446
150,0.958438,0.168765
151,0.957369,0.17407
152,0.95624,0.179676
153,0.954961,0.186016
154,0.954115,0.190206
155,0.953237,0.194548
156,0.952381,0.198778
157,0.951536,0.202951
158,0.950203,0.209525
159,0.949273,0.214104
160,0.948497,0.217928
161,0.946901,0.225777
162,0.945205,0.234103
163,0.944604,0.237056
164,0.943651,0.241726
165,0.94244,0.247654
166,0.941704,0.251258
167,0.941011,0.254644
168,0.939726,0.260921
169,0.939114,0.263906
170,0.938358,0.267592
171,0.937649,0.271042
172,0.93615,0.278333
173,0.935777,0.280146
174,0.93496,0.284109
175,0.933993,0.288795
176,0.933302,0.292138
177,0.932771,0.294706
178,0.932151,0.297705
179,0.931383,0.301413
180,0.930811,0.304171
