Tolerance,Required Steps
0.9,1
0.9,1
0.855,2
0.81225,3
0.771637,5
0.733056,8
0.696403,13
0.813171,18
0.865068,16
0.821815,31
0.908033,22
0.862632,28
0.892068,21
0.847464,48
0.933266,31
0.886602,71
0.950488,53
0.902964,81
0.936507,44
0.889682,119
0.95921,58
0.91125,147
0.964983,61
0.916734,129
0.960626,94
0.912595,218
0.962311,87
0.914196,227
0.967115,66
0.918759,231
0.976788,88
0.927949,225
0.97182,81
0.923229,306
0.979678,92
0.930694,296
0.978459,109
0.929536,384
