Iteration,rel. Discrepancy,Norm
0,1,0
1,0.945498,0.127173
2,0.919149,0.199358
3,0.875267,0.390832
4,0.705183,1.32596
5,0.64063,1.66089
6,0.596017,1.88366
7,0.569539,2.01869
