Tolerance,Required Steps
0.9,1
0.9,1
0.855,1
0.81225,1
0.771637,1
0.733056,2
0.696403,3
0.661583,10
0.628504,14
0.734645,18
0.793613,15
0.753932,33
0.888151,19
0.843744,45
0.971046,8
0.998516,1
