Iteration,rel. Discrepancy,rel. Norm,rel. Error
0,1.37078,0,1
1,1.15257,0.108945,0.967867
2,0.753644,0.575677,0.987962
3,0.599237,0.568891,0.966237
4,0.391509,0.766828,1.00984
5,0.265884,0.796086,0.982649
6,0.197716,0.827671,0.968077
7,0.138642,0.85142,0.929473
8,0.0925035,0.862227,0.882037
9,0.0590481,0.896438,0.859317
10,0.0436709,0.917483,0.840783
11,0.0348266,0.92576,0.826129
12,0.0268657,0.933407,0.802157
13,0.0238673,0.933973,0.792347
14,0.0205963,0.936179,0.777188
15,0.0200297,0.935635,0.775429
16,0.0199716,0.935485,0.775237
