Tolerance,Required Steps
0.9,1
0.9,1
0.855,2
0.81225,1
0.771637,2
0.733056,2
0.696403,2
0.661583,3
0.628504,4
0.597078,6
0.567224,10
0.740335,12
0.783612,15
0.82689,16
0.837709,17
0.954403,4
0.999,1
