Iteration,rel. Discrepancy,Norm
0,1,0
1,0.998852,0.000150472
2,0.998086,0.000269578
3,0.997043,0.000491279
4,0.996574,0.000608847
5,0.995658,0.00088642
6,0.995221,0.00103841
7,0.994903,0.0011589
8,0.994249,0.00143861
9,0.993585,0.00176087
10,0.992435,0.00239468
11,0.990956,0.00329008
12,0.990197,0.00377118
13,0.988704,0.00474323
14,0.987029,0.00586685
15,0.986095,0.00650562
16,0.985286,0.00706545
17,0.984424,0.0076702
18,0.983705,0.00818328
19,0.983197,0.00855072
20,0.982141,0.00932929
21,0.981497,0.00981415
22,0.981216,0.0100279
23,0.98056,0.010534
24,0.979904,0.0110513
25,0.979427,0.011435
26,0.978944,0.0118309
27,0.978612,0.0121081
28,0.978086,0.0125554
29,0.977858,0.0127523
30,0.977507,0.0130607
31,0.977121,0.0134073
32,0.976908,0.0136015
33,0.976358,0.0141149
34,0.975614,0.014833
35,0.975086,0.0153609
36,0.974585,0.0158739
37,0.974114,0.016368
38,0.973584,0.0169356
39,0.973318,0.0172262
40,0.972782,0.0178213
41,0.972336,0.0183258
42,0.971827,0.0189142
43,0.971612,0.0191654
44,0.971221,0.019629
45,0.97085,0.0200768
46,0.970555,0.0204369
47,0.970279,0.0207782
48,0.970073,0.0210361
49,0.969712,0.0214946
50,0.969551,0.0217003
51,0.969253,0.0220875
52,0.968922,0.0225238
53,0.968572,0.022992
54,0.968411,0.0232105
55,0.968002,0.0237728
56,0.967648,0.0242687
57,0.967314,0.0247441
58,0.967119,0.0250241
59,0.966824,0.0254549
60,0.966547,0.025864
61,0.966099,0.026538
62,0.965768,0.027044
63,0.965579,0.0273373
64,0.96542,0.0275862
65,0.965106,0.0280817
66,0.964719,0.0287026
67,0.964573,0.0289393
68,0.96428,0.0294192
69,0.964131,0.0296671
70,0.963944,0.0299787
71,0.963775,0.030263
72,0.96342,0.0308688
73,0.963128,0.031374
74,0.963008,0.0315832
75,0.962752,0.0320341
76,0.962526,0.0324375
77,0.962406,0.0326543
78,0.962196,0.0330345
79,0.96204,0.0333202
80,0.96193,0.0335225
81,0.961801,0.0337619
82,0.961607,0.0341264
83,0.961347,0.03462
84,0.961244,0.0348174
85,0.961167,0.0349647
86,0.960998,0.0352942
87,0.960881,0.0355217
88,0.960808,0.0356669
89,0.960701,0.0358798
90,0.960561,0.0361589
91,0.960502,0.036278
92,0.960357,0.0365727
93,0.960201,0.0368935
94,0.9601,0.0371032
95,0.960038,0.0372328
96,0.959884,0.0375564
97,0.959742,0.0378609
98,0.959643,0.0380736
99,0.959521,0.0383382
100,0.959391,0.0386225
101,0.95934,0.0387354
102,0.959177,0.0390985
103,0.959031,0.0394293
104,0.958933,0.0396508
105,0.958868,0.0398017
106,0.958725,0.0401341
107,0.95863,0.0403561
108,0.958525,0.040603
109,0.958367,0.0409829
110,0.958218,0.0413426
111,0.958137,0.0415402
112,0.958018,0.0418349
113,0.957842,0.0422736
114,0.957694,0.042647
115,0.957616,0.0428465
116,0.957488,0.0431771
117,0.957357,0.0435168
118,0.957285,0.043705
119,0.957161,0.0440346
120,0.957057,0.0443105
121,0.956931,0.0446515
122,0.956836,0.0449086
123,0.956667,0.0453726
124,0.956514,0.0457967
125,0.956404,0.046107
126,0.956276,0.046469
127,0.956165,0.0467838
128,0.956067,0.0470659
129,0.955936,0.0474466
130,0.95578,0.0479025
131,0.955684,0.0481858
132,0.955603,0.0484256
133,0.955421,0.0489729
134,0.955341,0.0492158
135,0.955263,0.0494528
136,0.955129,0.0498615
137,0.955026,0.0501823
138,0.954941,0.0504446
139,0.954809,0.0508609
140,0.954685,0.0512529
141,0.954614,0.0514773
142,0.954494,0.0518634
143,0.954413,0.0521255
144,0.954349,0.0523315
145,0.954235,0.0527032
146,0.954086,0.0531935
147,0.953999,0.0534823
148,0.953918,0.0537523
149,0.953777,0.0542255
150,0.953652,0.0546501
151,0.95355,0.0549973
152,0.95348,0.0552348
153,0.953376,0.0555953
154,0.953319,0.0557919
155,0.953148,0.0563917
156,0.953049,0.0567398
157,0.952979,0.0569861
158,0.952921,0.0571943
159,0.952809,0.0575933
160,0.952694,0.0580072
161,0.95264,0.0582057
162,0.952527,0.0586184
163,0.952453,0.0588884
164,0.952366,0.0592112
165,0.952186,0.0598783
166,0.952034,0.0604507
167,0.951925,0.0608615
168,0.951818,0.0612719
169,0.951694,0.0617485
170,0.951626,0.0620092
171,0.951522,0.0624133
172,0.951367,0.0630179
173,0.951266,0.063415
174,0.951136,0.0639317
175,0.950996,0.0644886
176,0.950835,0.0651357
177,0.950761,0.0654342
178,0.950647,0.0658972
179,0.950524,0.0664004
180,0.950453,0.0666931
181,0.950265,0.0674701
182,0.950139,0.0679921
183,0.950034,0.0684333
184,0.949901,0.0689944
185,0.949689,0.0698947
186,0.949627,0.0701602
187,0.949448,0.0709279
188,0.949269,0.0717077
189,0.949123,0.0723407
190,0.94896,0.0730578
191,0.94869,0.0742544
192,0.948542,0.0749174
193,0.948395,0.0755739
194,0.948224,0.0763475
195,0.948031,0.077228
196,0.947822,0.0781863
197,0.94757,0.0793477
198,0.947401,0.0801345
199,0.947239,0.0808878
200,0.947041,0.0818192
201,0.946749,0.0831979
202,0.946591,0.0839465
203,0.946384,0.0849398
204,0.946193,0.0858536
205,0.946037,0.0866059
206,0.945827,0.0876257
207,0.945555,0.0889516
208,0.945241,0.0904893
209,0.945078,0.0912934
210,0.944899,0.0921803
211,0.944642,0.0934549
212,0.944499,0.0941685
213,0.944084,0.0962511
214,0.94392,0.0970802
215,0.943758,0.0979014
216,0.943509,0.0991644
217,0.943072,0.101399
218,0.942824,0.102669
219,0.942665,0.103492
220,0.942389,0.104917
221,0.942073,0.106556
222,0.941822,0.107864
223,0.941522,0.109429
224,0.941227,0.110978
