Iteration,rel. Discrepancy,Norm
0,1,0
1,0.995908,0.000149491
2,0.993387,0.000278468
3,0.991479,0.000448198
4,0.989219,0.000764162
5,0.98763,0.0010344
6,0.98719,0.00111593
7,0.986074,0.00134757
8,0.985564,0.00146657
9,0.985183,0.00156139
10,0.984909,0.00163588
11,0.984705,0.00169413
12,0.984544,0.00174416
13,0.984396,0.00179409
14,0.984242,0.00185173
15,0.984128,0.00189898
16,0.984056,0.0019317
17,0.983991,0.00196315
18,0.983903,0.00200984
19,0.983834,0.00204955
20,0.983795,0.00207351
21,0.983727,0.0021184
22,0.983681,0.00215176
23,0.983653,0.00217277
24,0.983593,0.00222015
25,0.983554,0.00225396
26,0.983513,0.0022919
27,0.983467,0.00233656
28,0.983417,0.0023894
29,0.983373,0.00244027
30,0.983334,0.00248773
31,0.983312,0.00251582
32,0.983284,0.00255277
33,0.983254,0.00259489
34,0.983236,0.00262058
35,0.983206,0.00266654
36,0.983177,0.00271261
37,0.983162,0.00273764
38,0.983134,0.00278483
39,0.983098,0.00284924
40,0.983084,0.00287535
41,0.983053,0.00293599
42,0.983027,0.00298886
43,0.982995,0.0030568
44,0.982969,0.00311523
45,0.982946,0.00316847
46,0.982929,0.00320968
47,0.982907,0.00326322
48,0.982892,0.00330229
49,0.982863,0.00337745
50,0.982838,0.00344563
51,0.982823,0.0034862
52,0.982804,0.00354167
53,0.982774,0.00362849
54,0.98275,0.00370094
55,0.982733,0.00375457
56,0.982715,0.00381215
57,0.982682,0.0039171
58,0.98266,0.00399324
59,0.982643,0.00404999
60,0.982627,0.00410864
61,0.98259,0.00424099
62,0.982556,0.00436659
63,0.982544,0.00441336
64,0.982522,0.00449715
65,0.982506,0.00456165
66,0.982483,0.00465471
67,0.982455,0.00476699
68,0.982428,0.00488208
69,0.98241,0.00495804
70,0.982383,0.0050713
71,0.982366,0.00514819
72,0.982341,0.00525954
73,0.982322,0.00534633
74,0.982306,0.00541777
75,0.98227,0.00558567
76,0.982244,0.00570721
77,0.98222,0.00582518
78,0.982202,0.005913
79,0.982179,0.00602711
80,0.982153,0.00615405
81,0.982128,0.00628392
82,0.982115,0.00634868
83,0.9821,0.0064299
84,0.982064,0.00661833
85,0.98205,0.00669399
86,0.982027,0.00681628
87,0.982009,0.00691406
88,0.981983,0.007056
89,0.981958,0.00719601
90,0.981933,0.00733498
91,0.981897,0.00754154
92,0.981869,0.00770697
93,0.981849,0.00782249
94,0.981821,0.00798999
95,0.981807,0.00807355
96,0.981779,0.00824382
97,0.981751,0.00841257
98,0.981737,0.00849914
99,0.981704,0.00869927
100,0.981682,0.00883746
101,0.981651,0.00903122
102,0.981638,0.00911756
103,0.981604,0.00932937
104,0.981575,0.00951669
105,0.981556,0.00964404
106,0.98154,0.00974468
107,0.981507,0.00996119
108,0.981479,0.0101436
109,0.981454,0.0103093
110,0.981439,0.0104127
111,0.981394,0.010711
112,0.981381,0.0108014
113,0.981352,0.0110019
114,0.981316,0.011247
115,0.981294,0.0114016
116,0.981275,0.0115341
117,0.981242,0.0117679
118,0.981203,0.0120406
119,0.981181,0.012195
120,0.981161,0.0123385
121,0.981133,0.0125439
122,0.9811,0.0127849
123,0.981084,0.0129001
124,0.981052,0.0131285
125,0.98102,0.0133666
126,0.980981,0.0136532
127,0.980968,0.0137557
128,0.980941,0.0139544
129,0.980917,0.0141349
130,0.980897,0.0142866
131,0.980869,0.0144921
132,0.980836,0.0147394
133,0.980801,0.0150075
134,0.98077,0.015248
135,0.980743,0.0154517
136,0.980724,0.0156034
137,0.98069,0.0158622
138,0.980667,0.0160414
139,0.98065,0.0161754
140,0.980618,0.0164262
141,0.980597,0.0165927
142,0.980559,0.0168903
143,0.980525,0.0171571
144,0.980485,0.017476
145,0.980448,0.0177776
146,0.980428,0.0179401
147,0.980391,0.0182399
148,0.980369,0.0184179
149,0.980345,0.0186083
150,0.980305,0.018934
151,0.980274,0.0191907
152,0.980247,0.0194132
153,0.980219,0.019646
154,0.980174,0.0200113
155,0.980149,0.0202257
156,0.980126,0.0204172
157,0.980091,0.0207075
158,0.980051,0.021039
159,0.980029,0.0212286
160,0.980008,0.0214085
161,0.979972,0.0217148
162,0.979915,0.022195
163,0.979874,0.0225444
164,0.979848,0.0227752
165,0.979819,0.0230238
166,0.979784,0.0233239
167,0.979755,0.023576
168,0.979713,0.0239388
169,0.979667,0.024345
170,0.979646,0.0245235
171,0.979596,0.0249657
172,0.979554,0.0253363
173,0.979511,0.0257155
174,0.979497,0.0258394
175,0.979429,0.0264367
176,0.97939,0.0267888
177,0.979356,0.0270921
178,0.97932,0.0274148
179,0.979298,0.0276131
180,0.97924,0.0281321
181,0.979199,0.0285004
182,0.979171,0.0287509
183,0.979136,0.0290699
184,0.979092,0.0294628
185,0.97907,0.0296637
186,0.979038,0.0299578
187,0.979004,0.0302636
188,0.978945,0.0308065
189,0.978898,0.031243
190,0.978878,0.0314238
191,0.978843,0.0317509
192,0.978803,0.0321129
193,0.978783,0.032304
194,0.978745,0.032651
195,0.978724,0.0328461
196,0.978687,0.0331886
197,0.978644,0.0335897
198,0.978603,0.0339759
199,0.978555,0.0344175
200,0.978507,0.0348731
201,0.97848,0.0351213
202,0.978433,0.0355658
203,0.978389,0.0359815
204,0.978361,0.0362412
205,0.978319,0.0366462
206,0.978284,0.0369754
207,0.978258,0.0372211
208,0.978194,0.0378368
209,0.978152,0.0382385
210,0.978084,0.0388824
211,0.978031,0.0393958
212,0.978002,0.0396713
213,0.977969,0.0399878
214,0.97793,0.0403689
215,0.977884,0.0408068
216,0.977838,0.0412504
217,0.977785,0.0417585
218,0.977759,0.0420082
219,0.977693,0.0426542
220,0.977643,0.0431395
