Tolerance,Required Steps
0.9,1
0.9,1
0.855,1
0.81225,2
0.771637,1
0.733056,2
0.696403,2
0.661583,2
0.628504,3
0.597078,5
0.567224,8
0.538863,13
0.753872,15
0.983055,2
0.999,1
