Iteration,rel. Discrepancy,Norm
0,1,0
1,0.996582,0.000148784
2,0.994712,0.000252391
3,0.993422,0.000370105
4,0.992674,0.00047487
5,0.992072,0.000584053
6,0.991485,0.000709743
7,0.990721,0.000901845
8,0.990352,0.00100571
9,0.989563,0.00125168
10,0.989137,0.00139823
11,0.988903,0.00148241
12,0.988546,0.00161969
13,0.988169,0.00177591
14,0.987858,0.00191498
15,0.987611,0.00203359
16,0.98744,0.00212024
17,0.987273,0.0022093
18,0.987112,0.0022988
19,0.987035,0.0023439
20,0.986886,0.00243393
21,0.986748,0.00252221
22,0.98665,0.0025882
23,0.986588,0.00263072
24,0.986445,0.00273572
25,0.986386,0.00278117
26,0.98634,0.00281747
27,0.986247,0.00289491
28,0.986177,0.00295587
29,0.986143,0.00298682
30,0.986105,0.00302259
31,0.986051,0.00307579
32,0.986003,0.00312469
33,0.985977,0.00315293
34,0.985936,0.00319836
35,0.985915,0.00322218
36,0.985887,0.00325502
37,0.985854,0.00329528
38,0.985822,0.00333588
39,0.985791,0.00337699
40,0.985771,0.00340451
41,0.985761,0.00341943
42,0.98573,0.00346352
43,0.985719,0.00347981
44,0.985698,0.00351334
45,0.985678,0.00354488
46,0.985657,0.00357895
47,0.985645,0.00360061
48,0.985629,0.00362829
49,0.985609,0.00366397
50,0.9856,0.00368114
51,0.985591,0.00369803
52,0.985578,0.00372368
53,0.98556,0.00375911
54,0.985546,0.00378912
55,0.985538,0.00380415
56,0.985526,0.00383082
57,0.985514,0.00385871
58,0.985509,0.00387034
59,0.985495,0.00390254
60,0.985487,0.00392205
61,0.985479,0.00394141
62,0.985468,0.00397139
63,0.985456,0.00400289
64,0.985448,0.00402317
65,0.985443,0.00403901
66,0.985437,0.00405546
67,0.985429,0.00407914
68,0.985423,0.00409679
69,0.985417,0.00411262
70,0.985408,0.00414164
71,0.985402,0.00416079
72,0.985396,0.00417894
73,0.985391,0.00419784
74,0.985386,0.00421334
75,0.985382,0.00422763
76,0.985371,0.00426786
77,0.985363,0.00429476
78,0.985356,0.00432161
79,0.985352,0.00433786
80,0.985347,0.00435586
81,0.985341,0.00437974
82,0.985338,0.00439249
83,0.985333,0.00441263
84,0.985327,0.00443963
85,0.985324,0.00445368
86,0.985318,0.00447896
87,0.985311,0.00450825
88,0.985309,0.00451791
89,0.985306,0.00453318
90,0.985301,0.0045579
91,0.985294,0.00458956
92,0.985289,0.00461672
93,0.985285,0.00463333
94,0.98528,0.00466236
95,0.985276,0.00468088
96,0.985273,0.00469702
97,0.985268,0.00472415
98,0.985263,0.00475152
99,0.98526,0.00476598
100,0.985256,0.00479095
101,0.98525,0.00482114
102,0.985245,0.00485403
103,0.985242,0.00486975
104,0.985237,0.00490333
105,0.985233,0.00492753
106,0.98523,0.00494552
107,0.985226,0.00496911
108,0.985221,0.00500196
109,0.985217,0.00502706
110,0.985215,0.00504008
111,0.985211,0.00506834
112,0.98521,0.00507972
113,0.985206,0.00510455
114,0.985201,0.00514242
115,0.985197,0.00517191
116,0.985193,0.00519877
117,0.98519,0.0052186
118,0.985188,0.00523913
119,0.985184,0.00526923
120,0.985182,0.00528451
121,0.985179,0.00530799
122,0.985175,0.00533916
123,0.985171,0.00537248
124,0.985167,0.00540252
125,0.985164,0.0054242
126,0.985161,0.00545246
127,0.985159,0.00546474
128,0.985156,0.0054902
129,0.985151,0.00553207
130,0.985147,0.00556834
131,0.985145,0.0055911
132,0.985142,0.00561224
133,0.985139,0.00564715
134,0.985137,0.00566378
135,0.985132,0.0057078
136,0.985128,0.00574474
137,0.985125,0.00577185
138,0.985123,0.00579266
139,0.98512,0.00582645
140,0.985117,0.00585624
141,0.985115,0.00587009
142,0.985113,0.00589806
143,0.985111,0.00591562
144,0.985109,0.00593923
145,0.985107,0.00595914
146,0.985104,0.00598705
147,0.985101,0.00601533
148,0.985098,0.0060491
149,0.985096,0.00607089
150,0.985093,0.00610022
151,0.985092,0.00611778
152,0.98509,0.00614038
153,0.985086,0.006178
154,0.985084,0.00620436
155,0.985083,0.00622127
156,0.985079,0.00626409
157,0.985077,0.00628717
158,0.985076,0.00630614
159,0.985073,0.00633109
160,0.98507,0.00637313
161,0.985068,0.0063909
162,0.985067,0.00640964
163,0.985064,0.00643994
164,0.985062,0.00647279
165,0.98506,0.00649251
166,0.985058,0.00652756
167,0.985056,0.00654825
168,0.985054,0.00657402
169,0.985051,0.00661255
170,0.985048,0.00664944
171,0.985046,0.00667496
172,0.985045,0.0066907
173,0.985043,0.00672453
174,0.98504,0.00675409
175,0.985039,0.00677209
176,0.985036,0.00680928
177,0.985034,0.00683709
178,0.985032,0.00686507
179,0.985031,0.00688538
180,0.985029,0.00691259
181,0.985027,0.00694033
182,0.985026,0.00695865
183,0.985024,0.00698351
184,0.985021,0.00702446
185,0.985019,0.0070528
186,0.985018,0.00707279
187,0.985016,0.0070987
188,0.985013,0.00714736
189,0.985012,0.00716442
190,0.98501,0.0071951
191,0.985009,0.00721557
192,0.985007,0.00724045
193,0.985005,0.00727465
194,0.985003,0.00730176
195,0.985001,0.00732946
196,0.985,0.00734588
197,0.984998,0.00737752
198,0.984997,0.0074055
199,0.984995,0.00742743
200,0.984994,0.0074558
201,0.984992,0.00748647
202,0.984991,0.00750607
203,0.984989,0.00752413
204,0.984988,0.00755407
205,0.984986,0.00758427
206,0.984985,0.00759496
207,0.984983,0.0076269
208,0.984982,0.00765474
209,0.98498,0.00768062
210,0.98498,0.0076964
211,0.984977,0.00773478
212,0.984976,0.00776455
213,0.984973,0.00781437
214,0.984972,0.00782934
215,0.984971,0.00785513
216,0.984969,0.00789341
217,0.984968,0.0079148
218,0.984966,0.00794466
219,0.984965,0.00795824
220,0.984964,0.00798553
221,0.984962,0.00802166
222,0.98496,0.00805182
223,0.984958,0.00808766
224,0.984958,0.00810088
225,0.984956,0.00812643
226,0.984955,0.00814847
227,0.984955,0.00816414
228,0.984953,0.00819381
229,0.984952,0.00822099
230,0.98495,0.00825333
231,0.984949,0.00828012
232,0.984947,0.00831397
233,0.984946,0.00834127
234,0.984945,0.00836036
235,0.984944,0.00838321
236,0.984942,0.0084122
237,0.984941,0.00843234
238,0.98494,0.00845637
239,0.984939,0.00848509
240,0.984937,0.00851111
241,0.984936,0.00853163
242,0.984935,0.00855378
243,0.984934,0.00859022
244,0.984933,0.00860092
245,0.984931,0.00863786
246,0.98493,0.00867534
247,0.984928,0.0087089
248,0.984928,0.00872085
249,0.984926,0.0087621
250,0.984924,0.00879372
251,0.984924,0.00880838
252,0.984922,0.00884263
253,0.984921,0.00886844
254,0.98492,0.00888562
255,0.984919,0.00892282
256,0.984917,0.00895133
257,0.984916,0.00899194
258,0.984915,0.00900501
259,0.984914,0.00903776
260,0.984912,0.00906701
261,0.984912,0.00908345
262,0.98491,0.00911519
263,0.984909,0.0091474
264,0.984908,0.00917834
265,0.984906,0.00920954
266,0.984906,0.00923
267,0.984904,0.00925939
268,0.984903,0.00928198
269,0.984903,0.00930107
270,0.984901,0.0093319
271,0.9849,0.00935707
272,0.984899,0.00938109
273,0.984898,0.00942514
274,0.984896,0.00946262
275,0.984895,0.00949964
276,0.984894,0.00951738
277,0.984893,0.0095508
278,0.984891,0.00959723
279,0.98489,0.00961326
280,0.984889,0.00964738
281,0.984888,0.00968154
282,0.984887,0.00971324
283,0.984886,0.00973693
284,0.984885,0.00976134
285,0.984883,0.00980357
286,0.984883,0.00981975
287,0.984881,0.00985888
288,0.98488,0.00989758
289,0.984879,0.00991809
290,0.984878,0.00996193
291,0.984876,0.0100134
292,0.984874,0.0100508
293,0.984874,0.0100696
294,0.984873,0.0100983
295,0.984871,0.0101333
296,0.98487,0.0101578
297,0.984869,0.0101894
298,0.984868,0.0102271
299,0.984867,0.0102557
300,0.984866,0.0102731
301,0.984865,0.0103166
302,0.984863,0.0103565
303,0.984863,0.0103757
304,0.984862,0.0104084
305,0.984861,0.0104424
306,0.984859,0.0104927
307,0.984858,0.0105246
308,0.984857,0.0105509
309,0.984856,0.0105828
310,0.984855,0.0106139
311,0.984854,0.0106323
312,0.984853,0.01067
313,0.984852,0.0106941
314,0.984851,0.0107281
315,0.984849,0.0107736
316,0.984848,0.0108035
317,0.984847,0.0108439
318,0.984846,0.0108759
319,0.984845,0.0109005
320,0.984844,0.0109389
321,0.984843,0.0109614
322,0.984842,0.0110025
323,0.984841,0.0110293
324,0.98484,0.0110716
325,0.984839,0.0111016
326,0.984838,0.0111414
327,0.984836,0.011183
328,0.984835,0.0112173
329,0.984834,0.0112475
330,0.984833,0.0112835
331,0.984832,0.0113198
332,0.984831,0.0113456
333,0.98483,0.0113806
334,0.984829,0.0114144
335,0.984829,0.0114331
336,0.984827,0.011477
337,0.984826,0.0115189
338,0.984825,0.0115597
339,0.984824,0.0115864
340,0.984823,0.0116244
341,0.984821,0.0116722
342,0.98482,0.0117162
343,0.984819,0.0117389
344,0.984819,0.0117668
345,0.984818,0.0118023
346,0.984817,0.0118276
347,0.984816,0.0118633
348,0.984815,0.0118869
349,0.984814,0.011925
350,0.984813,0.0119694
351,0.984811,0.0120248
352,0.98481,0.0120554
353,0.984809,0.0120943
354,0.984808,0.0121152
355,0.984807,0.0121531
356,0.984807,0.0121797
357,0.984806,0.0122119
358,0.984804,0.0122552
359,0.984804,0.0122781
360,0.984802,0.0123301
361,0.984801,0.01236
362,0.9848,0.0124252
363,0.984799,0.012438
364,0.984798,0.0124914
365,0.984797,0.0125335
366,0.984796,0.0125622
367,0.984795,0.0125864
368,0.984794,0.0126325
369,0.984793,0.0126629
370,0.984792,0.0127095
371,0.98479,0.012755
372,0.98479,0.0127814
373,0.984789,0.0128232
374,0.984787,0.0128718
375,0.984786,0.0129199
376,0.984785,0.0129689
377,0.984784,0.0129972
378,0.984783,0.0130365
379,0.984782,0.0130738
380,0.984781,0.0131106
381,0.98478,0.0131503
382,0.984779,0.0131836
383,0.984778,0.0132062
384,0.984777,0.0132472
385,0.984776,0.0132938
386,0.984775,0.0133419
387,0.984774,0.0133809
388,0.984773,0.0134277
389,0.984772,0.0134672
390,0.984771,0.0135086
391,0.98477,0.0135343
392,0.984769,0.0135886
393,0.984768,0.0136335
394,0.984767,0.0136593
395,0.984765,0.013719
396,0.984765,0.01374
397,0.984764,0.0137843
398,0.984762,0.0138426
399,0.984761,0.0139204
400,0.984759,0.0139667
401,0.984759,0.0139976
402,0.984757,0.0140457
403,0.984757,0.0140757
404,0.984756,0.0141213
405,0.984754,0.0141693
406,0.984753,0.0142083
407,0.984753,0.0142467
408,0.984751,0.01431
409,0.98475,0.0143555
410,0.984749,0.0143847
411,0.984748,0.0144174
412,0.984747,0.0144599
413,0.984746,0.014512
414,0.984745,0.0145399
415,0.984744,0.0145857
416,0.984743,0.014636
417,0.984743,0.0146589
418,0.984741,0.0147066
419,0.984741,0.0147454
420,0.98474,0.0147861
421,0.984738,0.014838
422,0.984737,0.0149008
423,0.984735,0.0149711
424,0.984735,0.0149907
425,0.984734,0.015031
426,0.984732,0.0150947
427,0.984732,0.0151179
428,0.984731,0.0151665
429,0.984729,0.0152378
430,0.984728,0.0152733
431,0.984727,0.0153085
432,0.984726,0.0153613
433,0.984726,0.0153851
434,0.984724,0.0154571
435,0.984723,0.0155052
436,0.984722,0.0155613
437,0.984721,0.0155968
438,0.98472,0.0156413
439,0.984719,0.0156698
440,0.984718,0.0157184
441,0.984717,0.0157639
442,0.984716,0.0158167
443,0.984715,0.0158628
444,0.984714,0.015896
445,0.984713,0.0159421
446,0.984712,0.0159929
447,0.984712,0.0160135
448,0.984711,0.016051
449,0.98471,0.0161004
450,0.984709,0.0161291
451,0.984708,0.0161777
452,0.984707,0.0162254
453,0.984706,0.0162715
454,0.984705,0.0163036
455,0.984704,0.0163516
456,0.984703,0.0163859
457,0.984703,0.0164199
458,0.984702,0.0164687
459,0.9847,0.0165228
460,0.9847,0.0165566
461,0.984699,0.0165883
462,0.984699,0.0166079
463,0.984698,0.0166399
464,0.984697,0.0167021
465,0.984695,0.0167576
466,0.984695,0.0168004
467,0.984694,0.0168241
468,0.984693,0.0168687
469,0.984693,0.0168929
470,0.984692,0.0169422
471,0.984691,0.0169816
472,0.98469,0.0170304
473,0.984689,0.0170602
474,0.984688,0.0171061
475,0.984687,0.0171634
476,0.984686,0.0171853
477,0.984686,0.0172251
478,0.984684,0.0172756
479,0.984684,0.017311
480,0.984683,0.0173335
481,0.984683,0.0173684
482,0.984681,0.0174209
483,0.984681,0.0174443
484,0.98468,0.0174789
485,0.98468,0.017508
486,0.984679,0.0175518
487,0.984678,0.017587
488,0.984677,0.0176499
489,0.984676,0.0176962
490,0.984675,0.0177214
491,0.984674,0.0177744
492,0.984673,0.0178055
493,0.984673,0.0178383
494,0.984672,0.0178881
495,0.984671,0.0179129
496,0.98467,0.0179689
497,0.984669,0.0180057
498,0.984669,0.0180429
499,0.984668,0.018071
500,0.984667,0.018135
501,0.984666,0.0181789
502,0.984665,0.0182214
503,0.984664,0.018247
504,0.984664,0.0182882
505,0.984663,0.0183205
506,0.984663,0.0183451
507,0.984661,0.0184011
508,0.984661,0.0184197
509,0.98466,0.0184796
510,0.984659,0.0185327
511,0.984658,0.0185905
512,0.984657,0.018613
513,0.984656,0.01866
514,0.984655,0.018711
515,0.984655,0.0187455
516,0.984654,0.0187863
517,0.984653,0.0188182
518,0.984653,0.0188521
519,0.984652,0.0189011
520,0.984651,0.0189346
521,0.984651,0.0189548
522,0.984649,0.019017
523,0.984649,0.0190539
524,0.984648,0.0191039
525,0.984647,0.0191528
526,0.984646,0.019185
527,0.984645,0.019226
528,0.984645,0.0192473
529,0.984644,0.0192924
530,0.984644,0.0193163
531,0.984643,0.0193532
