Iteration,rel. Discrepancy,rel. Norm,rel. Error
0,1.62828,0,1
1,1.15085,0.0782732,0.958311
2,0.912689,0.188816,0.921267
3,0.736468,0.21029,0.916858
4,0.536302,0.314015,0.900602
5,0.421557,0.360839,0.876693
6,0.338528,0.407753,0.855684
7,0.283444,0.43855,0.833672
8,0.190801,0.506878,0.778641
9,0.120213,0.56239,0.735875
10,0.0799796,0.620477,0.706864
11,0.0597029,0.647036,0.6912
12,0.0502703,0.65661,0.673325
13,0.0437084,0.665001,0.662425
14,0.0359789,0.684603,0.641195
15,0.0315279,0.693618,0.628991
16,0.0270555,0.714414,0.607509
17,0.0237091,0.722229,0.594444
18,0.021646,0.729838,0.583021
19,0.0205249,0.736199,0.574339
20,0.0185636,0.744461,0.563386
21,0.0175371,0.753841,0.553361
22,0.0159897,0.758214,0.547392
23,0.0154423,0.761378,0.543806
24,0.0141792,0.770249,0.534711
25,0.0135462,0.774489,0.530183
26,0.0120624,0.788264,0.518477
27,0.0117297,0.787721,0.518222
28,0.0108916,0.794502,0.511715
29,0.0107665,0.795898,0.510086
30,0.0101699,0.801839,0.505107
31,0.0100676,0.801752,0.5048
32,0.00998905,0.802649,0.503957
