Iteration,rel. Discrepancy,rel. Norm,rel. Error
0,1.62832,0,1
1,1.14933,0.0794098,0.955902
2,0.890751,0.19832,0.912979
3,0.722026,0.218078,0.908005
4,0.53794,0.315117,0.886002
5,0.425262,0.359023,0.861061
6,0.338964,0.41002,0.838118
7,0.26996,0.448101,0.807856
8,0.187086,0.504089,0.756676
9,0.127647,0.55955,0.722493
10,0.0986964,0.604771,0.709548
11,0.0762853,0.641089,0.693936
12,0.0652744,0.646964,0.685182
13,0.0563273,0.664877,0.671923
14,0.0474584,0.678332,0.656834
15,0.0418233,0.688825,0.643356
16,0.0386016,0.696033,0.633981
17,0.0327497,0.712344,0.614182
18,0.0289881,0.718732,0.600196
19,0.026795,0.72224,0.593672
20,0.02506,0.727029,0.584966
21,0.0235087,0.731854,0.576863
22,0.0222732,0.736303,0.569643
23,0.0202079,0.743891,0.557821
24,0.0189673,0.747898,0.550654
25,0.0179164,0.751832,0.544386
26,0.01614,0.759895,0.533172
27,0.015455,0.762289,0.52896
28,0.0141434,0.768839,0.520664
29,0.0137114,0.770439,0.518108
30,0.0127081,0.776037,0.511309
31,0.0123173,0.777983,0.508632
32,0.0114548,0.783079,0.50267
33,0.0111607,0.78489,0.500264
34,0.010375,0.789634,0.494713
35,0.0100704,0.791469,0.492313
36,0.00999332,0.791928,0.491673
