Iteration,rel. Discrepancy,rel. Norm,rel. Error
0,1.62831,0,1
1,1.10484,0.0297795,1.0144
2,0.945952,0.0583623,1.02838
3,0.723905,0.137506,1.05367
4,0.481593,0.242544,1.09991
5,0.307571,0.245656,1.10846
6,0.164806,0.285783,1.1273
7,0.115403,0.279099,1.13392
8,0.0844785,0.287456,1.14217
9,0.0550164,0.288016,1.14808
10,0.0347767,0.28843,1.15146
11,0.0252183,0.284914,1.14873
12,0.0198078,0.282696,1.14495
13,0.0168103,0.28227,1.142
14,0.0144862,0.282327,1.13884
15,0.0130351,0.28237,1.13668
16,0.0120162,0.28268,1.1349
17,0.0110868,0.283251,1.133
18,0.0103789,0.283569,1.13118
19,0.0100236,0.283685,1.1302
20,0.00999287,0.283695,1.13011
