Iteration,rel. Discrepancy,rel. Norm,rel. Error
0,0.571776,0,1
1,0.418213,0.0644967,0.988772
2,0.356622,0.130311,0.966628
3,0.304517,0.170931,0.957614
4,0.254206,0.217924,0.950393
5,0.187739,0.31973,0.923079
6,0.157586,0.358886,0.899429
7,0.134328,0.392045,0.881398
8,0.106303,0.438675,0.854467
9,0.0916215,0.464787,0.840502
10,0.0768483,0.494027,0.827171
11,0.06353,0.528284,0.815875
12,0.0581937,0.543541,0.812198
13,0.0469619,0.592158,0.798027
14,0.0431604,0.59995,0.794894
15,0.0382796,0.616121,0.784106
16,0.0360075,0.624064,0.777666
17,0.031483,0.645171,0.762212
18,0.0277955,0.653515,0.749
19,0.0265048,0.653124,0.746165
20,0.0245235,0.659103,0.736929
21,0.0235194,0.659091,0.731657
22,0.0220149,0.664355,0.724694
23,0.0213169,0.666852,0.721241
24,0.0208108,0.668197,0.718716
25,0.0202247,0.670272,0.715446
26,0.0192209,0.677512,0.70653
27,0.0178686,0.680028,0.701068
28,0.0171184,0.68383,0.694483
29,0.0154151,0.700283,0.674957
30,0.0147114,0.700173,0.67494
31,0.0136118,0.699206,0.66932
32,0.0126522,0.703928,0.659659
33,0.0119725,0.707637,0.652651
34,0.0112446,0.712628,0.643519
35,0.0102312,0.721262,0.629829
36,0.00998552,0.720151,0.628183
