Iteration,rel. Discrepancy,Norm
0,1,0
1,0.98577,0.00271963
2,0.978848,0.0043506
3,0.966618,0.00859275
4,0.957745,0.0124359
5,0.954221,0.0142494
6,0.950958,0.016218
7,0.946634,0.0192453
8,0.942387,0.0226822
9,0.940067,0.0247481
10,0.936383,0.0283016
11,0.933639,0.0311591
12,0.932133,0.0328389
13,0.929764,0.035601
14,0.927055,0.0390073
15,0.923863,0.0433677
16,0.921249,0.0471852
17,0.918598,0.0513187
18,0.917225,0.0535453
19,0.914878,0.0574864
20,0.912831,0.0610919
21,0.911531,0.0634779
22,0.908172,0.0698052
23,0.905049,0.0760326
24,0.902932,0.0803778
25,0.898943,0.0889056
26,0.882833,0.125761
27,0.86652,0.164634
28,0.857756,0.185704
