Tolerance,Required Steps
0.9,1
0.9,1
0.855,1
0.81225,1
0.771637,1
0.733056,2
0.696403,3
0.661583,5
0.628504,8
0.597078,13
0.752048,21
0.846506,18
0.804181,30
0.882508,22
0.838383,40
0.911111,25
0.865555,38
0.911549,15
0.865972,53
0.962068,5
0.913964,58
0.868266,63
0.878721,87
0.912177,81
0.887704,168
0.983491,32
0.999,3
