Iteration,rel. Discrepancy,rel. Norm,rel. Error
0,1.62828,0,1
1,1.12168,0.0668959,0.97425
2,0.951482,0.134217,0.953912
3,0.45548,0.308217,0.926575
4,0.267031,0.399071,0.916924
5,0.184718,0.438152,0.890349
6,0.149109,0.439048,0.882506
7,0.123439,0.441464,0.874016
8,0.100115,0.466582,0.863627
9,0.0799977,0.484031,0.853228
10,0.0632112,0.49897,0.84246
11,0.0490283,0.518221,0.831025
12,0.0417202,0.528346,0.824473
13,0.0339915,0.540569,0.816761
14,0.0302463,0.547344,0.812523
15,0.0256589,0.5567,0.806578
16,0.0235254,0.56099,0.803516
17,0.0205688,0.568069,0.798697
18,0.0188789,0.572723,0.795568
19,0.0166602,0.578591,0.791134
20,0.0160478,0.580599,0.78975
21,0.0149202,0.584194,0.787041
22,0.0138852,0.587648,0.784316
23,0.0122862,0.594022,0.77932
24,0.011265,0.598443,0.775592
25,0.0101679,0.604113,0.770676
26,0.0100075,0.605015,0.769859
27,0.00999621,0.605134,0.769788
