Iteration,rel. Discrepancy,Norm
0,1,0
1,0.998705,4.03542
2,0.99827,4.16302
3,0.998057,4.22976
4,0.997952,4.28059
5,0.997728,4.51584
6,0.997598,4.72392
7,0.997448,4.8528
8,0.99735,5.10184
9,0.997117,5.30789
10,0.997016,5.56029
11,0.996925,5.6876
12,0.996884,5.7208
13,0.996819,5.76405
14,0.996784,5.7934
15,0.995359,7.43266
16,0.995201,7.48293
17,0.994759,7.64445
18,0.994591,7.84985
19,0.994539,7.96707
20,0.994341,8.25261
21,0.994263,8.32173
22,0.994066,8.61946
23,0.993932,8.59057
24,0.992822,9.61151
25,0.99265,9.61581
26,0.992436,9.6621
27,0.992387,9.69691
28,0.991891,10.3869
29,0.991823,10.4414
30,0.991641,10.6566
31,0.991576,10.7738
32,0.991527,10.8223
33,0.99151,10.842
34,0.990963,11.3872
35,0.990567,11.5829
36,0.990491,11.6554
37,0.99045,11.7748
38,0.990043,12.4624
39,0.989883,12.4678
40,0.98984,12.4464
41,0.989796,12.4811
42,0.989775,12.4753
43,0.989623,12.8154
44,0.989563,12.8028
45,0.989504,12.9384
46,0.989466,13.0443
47,0.985938,17.6187
48,0.984031,17.7884
49,0.983633,18.1223
50,0.983456,18.0417
51,0.983233,18.1338
52,0.983164,18.1372
53,0.98297,18.2666
54,0.982915,18.2573
55,0.982699,18.6185
56,0.982619,18.6153
57,0.98251,18.7311
58,0.982445,18.7111
59,0.981763,19.4591
60,0.98165,19.467
61,0.981585,19.6242
62,0.981435,19.665
63,0.981411,19.6887
64,0.981364,19.7472
65,0.981334,19.8087
66,0.980997,20.0808
67,0.980888,20.1105
68,0.980724,20.2927
69,0.980689,20.2893
70,0.980537,20.4574
71,0.980486,20.46
72,0.980344,20.6021
73,0.98028,20.6145
74,0.97407,28.7905
75,0.972477,28.75
76,0.971748,28.8561
77,0.971448,28.8572
78,0.970142,29.1119
79,0.96985,29.1158
80,0.96972,29.3355
81,0.969592,29.3838
82,0.969381,29.6905
83,0.969238,29.726
84,0.968336,30.5608
85,0.968135,30.579
86,0.968053,30.6592
87,0.96798,30.6719
88,0.967938,30.7137
89,0.967889,30.7359
90,0.96786,30.7654
91,0.967736,30.8815
92,0.967677,30.9178
93,0.967397,31.4104
94,0.967219,31.3878
95,0.966364,32.5912
96,0.966011,32.7443
97,0.965776,33.053
98,0.965662,33.1338
99,0.96537,33.8925
100,0.965245,33.9963
101,0.965166,34.1132
102,0.965119,34.1421
103,0.965014,34.3551
104,0.964931,34.3647
105,0.958536,43.9157
106,0.956361,43.939
107,0.955781,43.9278
108,0.955408,44.0229
109,0.955083,44.1869
110,0.954837,44.2739
111,0.954469,44.3917
112,0.954283,44.4779
113,0.954049,44.7125
114,0.953945,44.7117
115,0.95314,45.139
116,0.952889,45.1745
117,0.952818,45.2061
118,0.952702,45.3465
119,0.952659,45.3787
120,0.951999,46.3732
121,0.951827,46.4077
122,0.951734,46.5479
123,0.951677,46.6123
124,0.951596,46.7313
125,0.951549,46.8262
126,0.950853,47.5089
127,0.950705,47.6474
128,0.950593,47.651
129,0.950467,47.6815
130,0.950413,47.6894
131,0.950309,47.7934
132,0.950262,47.7854
133,0.949905,48.2909
134,0.949729,48.4071
135,0.949489,49.0377
136,0.949464,49.0559
137,0.949418,49.1449
138,0.949389,49.2327
139,0.949314,49.4033
140,0.949267,49.5243
141,0.948214,51.0604
142,0.947741,51.249
143,0.947638,51.2622
144,0.947572,51.2656
145,0.947431,51.3919
146,0.947382,51.4688
147,0.947201,51.6046
148,0.947136,51.6429
149,0.947001,51.775
150,0.946962,51.7912
151,0.946919,51.8418
152,0.946894,51.9323
153,0.946605,52.381
154,0.946419,52.5335
155,0.946339,52.6462
156,0.946282,52.7123
157,0.946249,52.7628
158,0.946212,52.8215
159,0.946181,52.882
160,0.946082,53.0416
161,0.946014,53.1388
162,0.94463,56.5242
163,0.943935,56.5498
164,0.943852,56.6631
165,0.943616,56.8956
166,0.943495,57.0838
167,0.943405,57.2471
168,0.943343,57.416
169,0.943284,57.5491
170,0.943239,57.6968
171,0.943168,57.8112
172,0.943117,57.9639
173,0.942833,58.3481
174,0.942645,58.5151
175,0.942429,58.8497
176,0.942291,58.9222
177,0.942255,58.9826
178,0.942229,59.068
179,0.941833,59.6842
180,0.941555,59.8221
181,0.941457,60.208
182,0.941409,60.2072
183,0.940683,61.1652
184,0.940341,61.116
185,0.940252,61.1538
186,0.940213,61.1865
187,0.940093,61.2301
188,0.940067,61.2713
189,0.939677,61.7368
190,0.939485,61.7737
191,0.939405,61.8625
192,0.939366,61.8388
193,0.93894,62.4157
194,0.938812,62.5434
195,0.938751,62.5534
196,0.938668,62.5855
197,0.938629,62.5969
198,0.93857,62.6876
199,0.938538,62.6756
200,0.938156,63.2853
201,0.937972,63.4105
202,0.937789,63.7073
203,0.937751,63.7454
204,0.937722,63.8711
205,0.937693,63.9163
206,0.937639,64.0744
207,0.937601,64.0853
208,0.928107,78.0007
209,0.924682,77.7684
210,0.923661,77.8433
211,0.923066,77.906
212,0.922187,77.9683
213,0.922005,77.9585
214,0.921334,78.019
215,0.92118,78.0115
216,0.921093,78.1873
217,0.920925,78.2946
218,0.920813,78.4792
219,0.920091,78.7644
220,0.919935,78.9427
221,0.919862,78.9469
222,0.919811,78.985
223,0.91971,79.0379
224,0.91966,79.084
225,0.919401,79.2945
226,0.919223,79.5325
227,0.919193,79.5649
228,0.919156,79.5884
229,0.919014,79.805
230,0.918947,79.8068
231,0.918472,80.4559
