Iteration,rel. Discrepancy,rel. Norm,rel. Error
0,0.571772,0,1
1,0.422915,0.00512521,0.998577
2,0.402231,0.00824778,0.998624
3,0.370595,0.0146903,0.998821
4,0.318729,0.0282206,1.00521
5,0.274829,0.0426132,1.0137
6,0.232168,0.0588547,1.02267
7,0.192097,0.075548,1.03365
8,0.155259,0.0918009,1.04375
9,0.137863,0.100478,1.0503
10,0.126228,0.107858,1.05481
11,0.118304,0.114505,1.05907
12,0.107683,0.124099,1.06515
13,0.0980674,0.13358,1.07093
14,0.0913081,0.141767,1.07587
15,0.0853626,0.149908,1.08067
16,0.0810649,0.156457,1.08451
17,0.0769911,0.163315,1.08856
18,0.0739543,0.169002,1.09198
19,0.0693262,0.17852,1.09764
20,0.0664154,0.184852,1.10133
21,0.0607795,0.197765,1.10872
22,0.058432,0.203403,1.11197
23,0.0534881,0.214469,1.11836
24,0.0503848,0.222169,1.12362
25,0.046128,0.232169,1.1294
26,0.045213,0.23454,1.13089
27,0.0426828,0.24205,1.1353
28,0.0421948,0.243544,1.13619
29,0.0397281,0.251191,1.14073
30,0.0392935,0.25258,1.14156
31,0.0370193,0.260113,1.14602
32,0.0366473,0.261399,1.14678
33,0.0345621,0.268958,1.15115
34,0.0342486,0.269975,1.15187
35,0.0325678,0.276421,1.15536
36,0.0325037,0.276641,1.15549
37,563.597,0.281753,1.15834
