Iteration,rel. Discrepancy,Norm
0,1,0
1,0.995975,0.000817818
2,0.993347,0.00140232
3,0.987151,0.00316486
4,0.984234,0.00410151
5,0.979205,0.00586994
6,0.967323,0.0104838
7,0.959319,0.0137392
8,0.954044,0.0159384
9,0.949011,0.0180855
10,0.944596,0.020022
11,0.942718,0.0208694
12,0.941262,0.0215415
13,0.93847,0.022879
14,0.935035,0.0246178
15,0.932808,0.0258039
16,0.930922,0.0268473
17,0.928441,0.0282753
18,0.926428,0.0294838
19,0.924624,0.0306093
20,0.923534,0.0313128
21,0.922314,0.0321205
22,0.921353,0.0327755
23,0.92052,0.0333562
24,0.91875,0.0346392
25,0.917116,0.0358878
26,0.915374,0.0372876
27,0.914624,0.0379122
28,0.913736,0.0386693
29,0.912492,0.0397679
30,0.91217,0.0400589
31,0.911479,0.0406964
32,0.910866,0.0412769
33,0.910297,0.0418299
34,0.909719,0.0424075
35,0.909102,0.0430409
36,0.908289,0.043905
37,0.907621,0.0446434
38,0.907228,0.0450908
39,0.906755,0.0456407
40,0.906331,0.0461471
41,0.905951,0.0466106
42,0.904846,0.0480186
43,0.904028,0.0491151
44,0.903309,0.0501167
45,0.902557,0.0512009
46,0.901683,0.0525069
47,0.900745,0.0539607
48,0.899644,0.0557386
49,0.899136,0.0565816
50,0.898033,0.0584646
51,0.897133,0.0600489
52,0.896091,0.0619352
53,0.893991,0.0658893
54,0.891839,0.0701233
