Tolerance,Required Steps
0.9,1
0.9,1
0.80919,1
0.727543,2
0.654134,3
0.588132,5
0.528789,4
0.475434,6
0.427463,10
0.655821,11
0.686423,11
0.685737,15
0.768771,15
0.768002,18
0.805862,23
0.847218,26
0.863981,29
0.877174,33
0.89117,36
0.899339,38
0.903732,41
0.909866,43
0.913144,45
0.916087,46
0.916993,49
0.921153,50
0.921808,51
0.922417,54
0.925801,50
0.832388,77
0.89027,4
0.800441,79
0.894022,83
0.935104,90
0.986672,9
