Iteration,rel. Discrepancy,rel. Norm,rel. Error
0,0.211705,0.666667,0.333333
1,0.106318,0.682684,0.3245
2,0.0719234,0.694575,0.317613
3,0.0381929,0.73648,0.295471
4,0.0155844,0.761629,0.285412
5,0.00656257,0.783354,0.275431
6,0.00266489,0.801611,0.266417
7,0.00177325,0.805257,0.263327
8,0.00108854,0.815311,0.259453
9,0.000780404,0.816793,0.257249
10,0.000581365,0.822969,0.25487
11,0.000441417,0.824766,0.253154
12,0.000354725,0.829152,0.2513
13,0.000276147,0.831444,0.249681
14,0.000230189,0.835347,0.247759
15,0.00019209,0.835887,0.247008
