Tolerance,Required Steps
0.9,1
0.9,1
0.854145,1
0.810626,1
0.769325,1
0.730128,1
0.692928,2
0.657623,3
0.624117,4
0.592318,6
0.56214,10
0.736547,12
0.779675,13
0.795827,14
0.8096,15
0.821471,20
0.865237,20
0.864372,23
0.981432,2
