Iteration,rel. Discrepancy,Norm
0,1,0
1,0.957166,0.02404
2,0.944022,0.0345995
3,0.921282,0.0633294
4,0.89167,0.111876
5,0.869014,0.154559
6,0.83281,0.230513
7,0.772797,0.370128
8,0.743783,0.440963
9,0.732445,0.469186
10,0.694159,0.567023
11,0.657657,0.662317
12,0.642501,0.702386
13,0.621881,0.757183
14,0.587957,0.848792
