Iteration,rel. Discrepancy,Norm
0,1,0
1,0.973641,0.00585673
2,0.948329,0.0121134
3,0.934456,0.0161315
4,0.917836,0.02202
5,0.908053,0.0260705
6,0.899422,0.0301142
7,0.891088,0.034687
8,0.88344,0.039661
9,0.877276,0.0443505
10,0.870797,0.0499785
11,0.858998,0.0615553
12,0.837924,0.0847714
13,0.829347,0.094702
14,0.813871,0.113064
15,0.79091,0.140915
16,0.783794,0.149615
17,0.776489,0.158603
18,0.774919,0.160546
19,0.767638,0.169745
20,0.76073,0.178778
21,0.759657,0.180213
22,0.757483,0.183166
23,0.755439,0.186002
24,0.752572,0.190079
25,0.746943,0.198413
26,0.742252,0.205671
27,0.736121,0.215586
28,0.731562,0.223245
29,0.729766,0.226337
30,0.726208,0.23259
31,0.723525,0.237423
32,0.722375,0.23953
33,0.717395,0.24889
34,0.716136,0.251317
35,0.710513,0.262532
36,0.70751,0.268769
37,0.705621,0.272776
38,0.701576,0.281578
39,0.698268,0.288989
40,0.69463,0.297341
41,0.692759,0.301715
42,0.691135,0.305558
43,0.688046,0.312994
44,0.687024,0.315491
45,0.68252,0.326723
46,0.68093,0.330772
47,0.677898,0.338648
48,0.675427,0.345197
49,0.674117,0.348714
50,0.67322,0.35114
51,0.671453,0.355969
52,0.670183,0.35948
53,0.66757,0.366834
54,0.664418,0.37593
55,0.663294,0.379232
56,0.662199,0.382477
57,0.661546,0.384431
58,0.66013,0.388709
59,0.659073,0.391939
60,0.65818,0.394693
61,0.654956,0.404835
62,0.653761,0.408691
63,0.652772,0.411914
64,0.650583,0.419162
65,0.650027,0.421033
66,0.648301,0.426906
67,0.646771,0.432207
68,0.646248,0.434036
69,0.645027,0.438351
70,0.644389,0.440634
71,0.642755,0.446546
72,0.641448,0.451356
73,0.64045,0.455084
74,0.6399,0.457157
75,0.639642,0.458134
76,0.639231,0.459702
77,0.638636,0.461994
78,0.638051,0.464272
79,0.636617,0.469937
80,0.635632,0.473913
81,0.635352,0.475054
82,0.63427,0.479531
83,0.633459,0.482942
84,0.632933,0.485179
85,0.632217,0.488262
86,0.63085,0.494246
87,0.629839,0.49875
88,0.629525,0.500165
89,0.627748,0.508296
90,0.626978,0.511896
91,0.626275,0.515221
92,0.625717,0.517889
93,0.624785,0.522388
94,0.624267,0.524918
95,0.623848,0.526977
96,0.623276,0.529806
97,0.622176,0.535326
98,0.621468,0.538932
99,0.621253,0.540036
100,0.620192,0.545544
101,0.619809,0.547553
102,0.618999,0.551849
103,0.618036,0.557021
104,0.61729,0.561073
105,0.61646,0.56564
106,0.616193,0.56712
107,0.615276,0.572251
108,0.61486,0.574601
109,0.61459,0.576136
110,0.613947,0.579826
111,0.613533,0.582221
112,0.613284,0.583668
113,0.612688,0.587152
114,0.611199,0.595997
115,0.610419,0.600715
116,0.610137,0.602434
117,0.609289,0.607658
118,0.609009,0.609393
